codigo_municipio,nome_municipio_ibge,uf,chave_nome_uf
2307403,Jucás,CE,Jucás (CE)
2307502,Lavras da Mangabeira,CE,Lavras da Mangabeira (CE)
2307601,Limoeiro do Norte,CE,Limoeiro do Norte (CE)
2307635,Madalena,CE,Madalena (CE)
2307650,Maracanaú,CE,Maracanaú (CE)
2307700,Maranguape,CE,Maranguape (CE)
2307809,Marco,CE,Marco (CE)
2307908,Martinópole,CE,Martinópole (CE)
2308005,Massapê,CE,Massapê (CE)
2308104,Mauriti,CE,Mauriti (CE)
2308203,Meruoca,CE,Meruoca (CE)
2308302,Milagres,CE,Milagres (CE)
2308351,Milhã,CE,Milhã (CE)
2308377,Miraíma,CE,Miraíma (CE)
2308401,Missão Velha,CE,Missão Velha (CE)
2308500,Mombaça,CE,Mombaça (CE)
2308609,Monsenhor Tabosa,CE,Monsenhor Tabosa (CE)
2308708,Morada Nova,CE,Morada Nova (CE)
2308807,Moraújo,CE,Moraújo (CE)
2308906,Morrinhos,CE,Morrinhos (CE)
2309003,Mucambo,CE,Mucambo (CE)
2309102,Mulungu,CE,Mulungu (CE)
2309201,Nova Olinda,CE,Nova Olinda (CE)
2309300,Nova Russas,CE,Nova Russas (CE)
2309409,Novo Oriente,CE,Novo Oriente (CE)
2309458,Ocara,CE,Ocara (CE)
2309508,Orós,CE,Orós (CE)
2309607,Pacajus,CE,Pacajus (CE)
2309706,Pacatuba,CE,Pacatuba (CE)
2309805,Pacoti,CE,Pacoti (CE)
2309904,Pacujá,CE,Pacujá (CE)
2310001,Palhano,CE,Palhano (CE)
2310100,Palmácia,CE,Palmácia (CE)
2310209,Paracuru,CE,Paracuru (CE)
2310258,Paraipaba,CE,Paraipaba (CE)
2310308,Parambu,CE,Parambu (CE)
2310407,Paramoti,CE,Paramoti (CE)
2310506,Pedra Branca,CE,Pedra Branca (CE)
2310605,Penaforte,CE,Penaforte (CE)
2310704,Pentecoste,CE,Pentecoste (CE)
2310803,Pereiro,CE,Pereiro (CE)
2310852,Pindoretama,CE,Pindoretama (CE)
2310902,Piquet Carneiro,CE,Piquet Carneiro (CE)
2310951,Pires Ferreira,CE,Pires Ferreira (CE)
2311009,Poranga,CE,Poranga (CE)
2311108,Porteiras,CE,Porteiras (CE)
2311207,Potengi,CE,Potengi (CE)
2311231,Potiretama,CE,Potiretama (CE)
2311264,Quiterianópolis,CE,Quiterianópolis (CE)
2311306,Quixadá,CE,Quixadá (CE)
2311355,Quixelô,CE,Quixelô (CE)
2311405,Quixeramobim,CE,Quixeramobim (CE)
2311504,Quixeré,CE,Quixeré (CE)
2311603,Redenção,CE,Redenção (CE)
2311702,Reriutaba,CE,Reriutaba (CE)
2311801,Russas,CE,Russas (CE)
2311900,Saboeiro,CE,Saboeiro (CE)
2311959,Salitre,CE,Salitre (CE)
2312007,Santana do Acaraú,CE,Santana do Acaraú (CE)
2312106,Santana do Cariri,CE,Santana do Cariri (CE)
2312205,Santa Quitéria,CE,Santa Quitéria (CE)
2312304,São Benedito,CE,São Benedito (CE)
2312403,São Gonçalo do Amarante,CE,São Gonçalo do Amarante (CE)
2312502,São João do Jaguaribe,CE,São João do Jaguaribe (CE)
2312601,São Luís do Curu,CE,São Luís do Curu (CE)
2312700,Senador Pompeu,CE,Senador Pompeu (CE)
2312809,Senador Sá,CE,Senador Sá (CE)
2312908,Sobral,CE,Sobral (CE)
2313005,Solonópole,CE,Solonópole (CE)
2313104,Tabuleiro do Norte,CE,Tabuleiro do Norte (CE)
2313203,Tamboril,CE,Tamboril (CE)
2313252,Tarrafas,CE,Tarrafas (CE)
2313302,Tauá,CE,Tauá (CE)
2313351,Tejuçuoca,CE,Tejuçuoca (CE)
2313401,Tianguá,CE,Tianguá (CE)
2313500,Trairi,CE,Trairi (CE)
2313559,Tururu,CE,Tururu (CE)
2313609,Ubajara,CE,Ubajara (CE)
2313708,Umari,CE,Umari (CE)
2313757,Umirim,CE,Umirim (CE)
2313807,Uruburetama,CE,Uruburetama (CE)
2313906,Uruoca,CE,Uruoca (CE)
2313955,Varjota,CE,Varjota (CE)
2314003,Várzea Alegre,CE,Várzea Alegre (CE)
2314102,Viçosa do Ceará,CE,Viçosa do Ceará (CE)
2400109,Acari,RN,Acari (RN)
2400208,Assú,RN,Assú (RN)
2400307,Afonso Bezerra,RN,Afonso Bezerra (RN)
2400406,Água Nova,RN,Água Nova (RN)
2400505,Alexandria,RN,Alexandria (RN)
2400604,Almino Afonso,RN,Almino Afonso (RN)
2400703,Alto do Rodrigues,RN,Alto do Rodrigues (RN)
2400802,Angicos,RN,Angicos (RN)
2400901,Antônio Martins,RN,Antônio Martins (RN)
2401008,Apodi,RN,Apodi (RN)
2401107,Areia Branca,RN,Areia Branca (RN)
2401206,Arez,RN,Arez (RN)
2401305,Campo Grande,RN,Campo Grande (RN)
2401404,Baía Formosa,RN,Baía Formosa (RN)
2401453,Baraúna,RN,Baraúna (RN)
2401503,Barcelona,RN,Barcelona (RN)
2401602,Bento Fernandes,RN,Bento Fernandes (RN)
2401651,Bodó,RN,Bodó (RN)
2401701,Bom Jesus,RN,Bom Jesus (RN)
2401800,Brejinho,RN,Brejinho (RN)
2401859,Caiçara do Norte,RN,Caiçara do Norte (RN)
2401909,Caiçara do Rio do Vento,RN,Caiçara do Rio do Vento (RN)
2402006,Caicó,RN,Caicó (RN)
2402105,Campo Redondo,RN,Campo Redondo (RN)
2402204,Canguaretama,RN,Canguaretama (RN)
2402303,Caraúbas,RN,Caraúbas (RN)
2402402,Carnaúba dos Dantas,RN,Carnaúba dos Dantas (RN)
2402501,Carnaubais,RN,Carnaubais (RN)
2402600,Ceará-Mirim,RN,Ceará-Mirim (RN)
2402709,Cerro Corá,RN,Cerro Corá (RN)
2402808,Coronel Ezequiel,RN,Coronel Ezequiel (RN)
2402907,Coronel João Pessoa,RN,Coronel João Pessoa (RN)
2403004,Cruzeta,RN,Cruzeta (RN)
2403103,Currais Novos,RN,Currais Novos (RN)
2403202,Doutor Severiano,RN,Doutor Severiano (RN)
2403251,Parnamirim,RN,Parnamirim (RN)
2403301,Encanto,RN,Encanto (RN)
2403400,Equador,RN,Equador (RN)
2403509,Espírito Santo,RN,Espírito Santo (RN)
2403608,Extremoz,RN,Extremoz (RN)
2403707,Felipe Guerra,RN,Felipe Guerra (RN)
2403756,Fernando Pedroza,RN,Fernando Pedroza (RN)
2403806,Florânia,RN,Florânia (RN)
2403905,Francisco Dantas,RN,Francisco Dantas (RN)
2404002,Frutuoso Gomes,RN,Frutuoso Gomes (RN)
2404101,Galinhos,RN,Galinhos (RN)
2404200,Goianinha,RN,Goianinha (RN)
2404309,Governador Dix-Sept Rosado,RN,Governador Dix-Sept Rosado (RN)
2404408,Grossos,RN,Grossos (RN)
2404507,Guamaré,RN,Guamaré (RN)
2404606,Ielmo Marinho,RN,Ielmo Marinho (RN)
2404705,Ipanguaçu,RN,Ipanguaçu (RN)
2404804,Ipueira,RN,Ipueira (RN)
2404853,Itajá,RN,Itajá (RN)
2404903,Itaú,RN,Itaú (RN)
2405009,Jaçanã,RN,Jaçanã (RN)
2405108,Jandaíra,RN,Jandaíra (RN)
2405207,Janduís,RN,Janduís (RN)
2405306,Januário Cicco,RN,Januário Cicco (RN)
2405405,Japi,RN,Japi (RN)
2405504,Jardim de Angicos,RN,Jardim de Angicos (RN)
2405603,Jardim de Piranhas,RN,Jardim de Piranhas (RN)
2405702,Jardim do Seridó,RN,Jardim do Seridó (RN)
2405801,João Câmara,RN,João Câmara (RN)
2405900,João Dias,RN,João Dias (RN)
2406007,José da Penha,RN,José da Penha (RN)
2406106,Jucurutu,RN,Jucurutu (RN)
2406155,Jundiá,RN,Jundiá (RN)
2406205,Lagoa d'Anta,RN,Lagoa d'Anta (RN)
2406304,Lagoa de Pedras,RN,Lagoa de Pedras (RN)
2406403,Lagoa de Velhos,RN,Lagoa de Velhos (RN)
2406502,Lagoa Nova,RN,Lagoa Nova (RN)
2406601,Lagoa Salgada,RN,Lagoa Salgada (RN)
2406700,Lajes,RN,Lajes (RN)
2406809,Lajes Pintadas,RN,Lajes Pintadas (RN)
2406908,Lucrécia,RN,Lucrécia (RN)
2407005,Luís Gomes,RN,Luís Gomes (RN)
2407104,Macaíba,RN,Macaíba (RN)
2407203,Macau,RN,Macau (RN)
2407252,Major Sales,RN,Major Sales (RN)
2407302,Marcelino Vieira,RN,Marcelino Vieira (RN)
2407401,Martins,RN,Martins (RN)
2407500,Maxaranguape,RN,Maxaranguape (RN)
2407609,Messias Targino,RN,Messias Targino (RN)
2407708,Montanhas,RN,Montanhas (RN)
2407807,Monte Alegre,RN,Monte Alegre (RN)
2407906,Monte das Gameleiras,RN,Monte das Gameleiras (RN)
2408003,Mossoró,RN,Mossoró (RN)
2408102,Natal,RN,Natal (RN)
2408201,Nísia Floresta,RN,Nísia Floresta (RN)
2408300,Nova Cruz,RN,Nova Cruz (RN)
2408409,Olho d'Água do Borges,RN,Olho d'Água do Borges (RN)
2408508,Ouro Branco,RN,Ouro Branco (RN)
2408607,Paraná,RN,Paraná (RN)
2408706,Paraú,RN,Paraú (RN)
2408805,Parazinho,RN,Parazinho (RN)
2408904,Parelhas,RN,Parelhas (RN)
2408953,Rio do Fogo,RN,Rio do Fogo (RN)
2409100,Passa e Fica,RN,Passa e Fica (RN)
2409209,Passagem,RN,Passagem (RN)
2409308,Patu,RN,Patu (RN)
2409332,Santa Maria,RN,Santa Maria (RN)
2409407,Pau dos Ferros,RN,Pau dos Ferros (RN)
2409506,Pedra Grande,RN,Pedra Grande (RN)
2409605,Pedra Preta,RN,Pedra Preta (RN)
2409704,Pedro Avelino,RN,Pedro Avelino (RN)
2409803,Pedro Velho,RN,Pedro Velho (RN)
2409902,Pendências,RN,Pendências (RN)
2410009,Pilões,RN,Pilões (RN)
2410108,Poço Branco,RN,Poço Branco (RN)
2410207,Portalegre,RN,Portalegre (RN)
2410256,Porto do Mangue,RN,Porto do Mangue (RN)
2410306,Serra Caiada,RN,Serra Caiada (RN)
2410405,Pureza,RN,Pureza (RN)
2410504,Rafael Fernandes,RN,Rafael Fernandes (RN)
2410603,Rafael Godeiro,RN,Rafael Godeiro (RN)
2410702,Riacho da Cruz,RN,Riacho da Cruz (RN)
2410801,Riacho de Santana,RN,Riacho de Santana (RN)
2410900,Riachuelo,RN,Riachuelo (RN)
2411007,Rodolfo Fernandes,RN,Rodolfo Fernandes (RN)
2411056,Tibau,RN,Tibau (RN)
2411106,Ruy Barbosa,RN,Ruy Barbosa (RN)
2411205,Santa Cruz,RN,Santa Cruz (RN)
2411403,Santana do Matos,RN,Santana do Matos (RN)
2411429,Santana do Seridó,RN,Santana do Seridó (RN)
2411502,Santo Antônio,RN,Santo Antônio (RN)
2411601,São Bento do Norte,RN,São Bento do Norte (RN)
2411700,São Bento do Trairí,RN,São Bento do Trairí (RN)
2411809,São Fernando,RN,São Fernando (RN)
2411908,São Francisco do Oeste,RN,São Francisco do Oeste (RN)
2412005,São Gonçalo do Amarante,RN,São Gonçalo do Amarante (RN)
2412104,São João do Sabugi,RN,São João do Sabugi (RN)
2412203,São José de Mipibu,RN,São José de Mipibu (RN)
2412302,São José do Campestre,RN,São José do Campestre (RN)
2412401,São José do Seridó,RN,São José do Seridó (RN)
2412500,São Miguel,RN,São Miguel (RN)
2412559,São Miguel do Gostoso,RN,São Miguel do Gostoso (RN)
2412609,São Paulo do Potengi,RN,São Paulo do Potengi (RN)
2412708,São Pedro,RN,São Pedro (RN)
2412807,São Rafael,RN,São Rafael (RN)
2412906,São Tomé,RN,São Tomé (RN)
2413003,São Vicente,RN,São Vicente (RN)
2413102,Senador Elói de Souza,RN,Senador Elói de Souza (RN)
2413201,Senador Georgino Avelino,RN,Senador Georgino Avelino (RN)
2413300,Serra de São Bento,RN,Serra de São Bento (RN)
2413359,Serra do Mel,RN,Serra do Mel (RN)
2413409,Serra Negra do Norte,RN,Serra Negra do Norte (RN)
2413508,Serrinha,RN,Serrinha (RN)
2413557,Serrinha dos Pintos,RN,Serrinha dos Pintos (RN)
2413607,Severiano Melo,RN,Severiano Melo (RN)
2413706,Sítio Novo,RN,Sítio Novo (RN)
2413805,Taboleiro Grande,RN,Taboleiro Grande (RN)
2413904,Taipu,RN,Taipu (RN)
2414001,Tangará,RN,Tangará (RN)
2414100,Tenente Ananias,RN,Tenente Ananias (RN)
2414159,Tenente Laurentino Cruz,RN,Tenente Laurentino Cruz (RN)
2414209,Tibau do Sul,RN,Tibau do Sul (RN)
2414308,Timbaúba dos Batistas,RN,Timbaúba dos Batistas (RN)
2414407,Touros,RN,Touros (RN)
2414456,Triunfo Potiguar,RN,Triunfo Potiguar (RN)
2414506,Umarizal,RN,Umarizal (RN)
2414605,Upanema,RN,Upanema (RN)
2414704,Várzea,RN,Várzea (RN)
2414753,Venha-Ver,RN,Venha-Ver (RN)
2414803,Vera Cruz,RN,Vera Cruz (RN)
2414902,Viçosa,RN,Viçosa (RN)
2415008,Vila Flor,RN,Vila Flor (RN)
2500106,Água Branca,PB,Água Branca (PB)
2500205,Aguiar,PB,Aguiar (PB)
2500304,Alagoa Grande,PB,Alagoa Grande (PB)
2500403,Alagoa Nova,PB,Alagoa Nova (PB)
2500502,Alagoinha,PB,Alagoinha (PB)
2500536,Alcantil,PB,Alcantil (PB)
2500577,Algodão de Jandaíra,PB,Algodão de Jandaíra (PB)
2500601,Alhandra,PB,Alhandra (PB)
2500700,São João do Rio do Peixe,PB,São João do Rio do Peixe (PB)
2500734,Amparo,PB,Amparo (PB)
2500775,Aparecida,PB,Aparecida (PB)
2500809,Araçagi,PB,Araçagi (PB)
2500908,Arara,PB,Arara (PB)
2501005,Araruna,PB,Araruna (PB)
2501104,Areia,PB,Areia (PB)
2501153,Areia de Baraúnas,PB,Areia de Baraúnas (PB)
2501203,Areial,PB,Areial (PB)
2501302,Aroeiras,PB,Aroeiras (PB)
2501351,Assunção,PB,Assunção (PB)
2501401,Baía da Traição,PB,Baía da Traição (PB)
2501500,Bananeiras,PB,Bananeiras (PB)
2501534,Baraúna,PB,Baraúna (PB)
2501575,Barra de Santana,PB,Barra de Santana (PB)
2501609,Barra de Santa Rosa,PB,Barra de Santa Rosa (PB)
2501708,Barra de São Miguel,PB,Barra de São Miguel (PB)
2501807,Bayeux,PB,Bayeux (PB)
2501906,Belém,PB,Belém (PB)
2502003,Belém do Brejo do Cruz,PB,Belém do Brejo do Cruz (PB)
2502052,Bernardino Batista,PB,Bernardino Batista (PB)
2502102,Boa Ventura,PB,Boa Ventura (PB)
2502151,Boa Vista,PB,Boa Vista (PB)
2502201,Bom Jesus,PB,Bom Jesus (PB)
2502300,Bom Sucesso,PB,Bom Sucesso (PB)
2502409,Bonito de Santa Fé,PB,Bonito de Santa Fé (PB)
2502508,Boqueirão,PB,Boqueirão (PB)
2502607,Igaracy,PB,Igaracy (PB)
2502706,Borborema,PB,Borborema (PB)
2502805,Brejo do Cruz,PB,Brejo do Cruz (PB)
2502904,Brejo dos Santos,PB,Brejo dos Santos (PB)
2503001,Caaporã,PB,Caaporã (PB)
2503100,Cabaceiras,PB,Cabaceiras (PB)
2503209,Cabedelo,PB,Cabedelo (PB)
2503308,Cachoeira dos Índios,PB,Cachoeira dos Índios (PB)
2503407,Cacimba de Areia,PB,Cacimba de Areia (PB)
2503506,Cacimba de Dentro,PB,Cacimba de Dentro (PB)
2503555,Cacimbas,PB,Cacimbas (PB)
2503605,Caiçara,PB,Caiçara (PB)
2503704,Cajazeiras,PB,Cajazeiras (PB)
2503753,Cajazeirinhas,PB,Cajazeirinhas (PB)
2503803,Caldas Brandão,PB,Caldas Brandão (PB)
2503902,Camalaú,PB,Camalaú (PB)
2504009,Campina Grande,PB,Campina Grande (PB)
2504033,Capim,PB,Capim (PB)
2504074,Caraúbas,PB,Caraúbas (PB)
2504108,Carrapateira,PB,Carrapateira (PB)
2504157,Casserengue,PB,Casserengue (PB)
2504207,Catingueira,PB,Catingueira (PB)
2504306,Catolé do Rocha,PB,Catolé do Rocha (PB)
2504355,Caturité,PB,Caturité (PB)
2504405,Conceição,PB,Conceição (PB)
2504504,Condado,PB,Condado (PB)
2504603,Conde,PB,Conde (PB)
2504702,Congo,PB,Congo (PB)
2504801,Coremas,PB,Coremas (PB)
2504850,Coxixola,PB,Coxixola (PB)
2504900,Cruz do Espírito Santo,PB,Cruz do Espírito Santo (PB)
2505006,Cubati,PB,Cubati (PB)
2505105,Cuité,PB,Cuité (PB)
2505204,Cuitegi,PB,Cuitegi (PB)
2505238,Cuité de Mamanguape,PB,Cuité de Mamanguape (PB)
2505279,Curral de Cima,PB,Curral de Cima (PB)
2505303,Curral Velho,PB,Curral Velho (PB)
2505352,Damião,PB,Damião (PB)
2505402,Desterro,PB,Desterro (PB)
2505501,Vista Serrana,PB,Vista Serrana (PB)
2505600,Diamante,PB,Diamante (PB)
2505709,Dona Inês,PB,Dona Inês (PB)
2505808,Duas Estradas,PB,Duas Estradas (PB)
2505907,Emas,PB,Emas (PB)
2506004,Esperança,PB,Esperança (PB)
2506103,Fagundes,PB,Fagundes (PB)
2506202,Frei Martinho,PB,Frei Martinho (PB)
2506251,Gado Bravo,PB,Gado Bravo (PB)
2506301,Guarabira,PB,Guarabira (PB)
2506400,Gurinhém,PB,Gurinhém (PB)
2506509,Gurjão,PB,Gurjão (PB)
2506608,Ibiara,PB,Ibiara (PB)
2506707,Imaculada,PB,Imaculada (PB)
2506806,Ingá,PB,Ingá (PB)
2506905,Itabaiana,PB,Itabaiana (PB)
2507002,Itaporanga,PB,Itaporanga (PB)
2507101,Itapororoca,PB,Itapororoca (PB)
2507200,Itatuba,PB,Itatuba (PB)
2507309,Jacaraú,PB,Jacaraú (PB)
2507408,Jericó,PB,Jericó (PB)
2507507,João Pessoa,PB,João Pessoa (PB)
2507606,Juarez Távora,PB,Juarez Távora (PB)
2507705,Juazeirinho,PB,Juazeirinho (PB)
2507804,Junco do Seridó,PB,Junco do Seridó (PB)
2507903,Juripiranga,PB,Juripiranga (PB)
2508000,Juru,PB,Juru (PB)
2508109,Lagoa,PB,Lagoa (PB)
2508208,Lagoa de Dentro,PB,Lagoa de Dentro (PB)
2508307,Lagoa Seca,PB,Lagoa Seca (PB)
2508406,Lastro,PB,Lastro (PB)
2508505,Livramento,PB,Livramento (PB)
2508554,Logradouro,PB,Logradouro (PB)
2508604,Lucena,PB,Lucena (PB)
2508703,Mãe d'Água,PB,Mãe d'Água (PB)
2508802,Malta,PB,Malta (PB)
2508901,Mamanguape,PB,Mamanguape (PB)
2509008,Manaíra,PB,Manaíra (PB)
2509057,Marcação,PB,Marcação (PB)
2509107,Mari,PB,Mari (PB)
2509156,Marizópolis,PB,Marizópolis (PB)
2509206,Massaranduba,PB,Massaranduba (PB)
2509305,Mataraca,PB,Mataraca (PB)
2509339,Matinhas,PB,Matinhas (PB)
2509370,Mato Grosso,PB,Mato Grosso (PB)
2509396,Maturéia,PB,Maturéia (PB)
2509404,Mogeiro,PB,Mogeiro (PB)
2509503,Montadas,PB,Montadas (PB)
2509602,Monte Horebe,PB,Monte Horebe (PB)
2509701,Monteiro,PB,Monteiro (PB)
2509800,Mulungu,PB,Mulungu (PB)
2509909,Natuba,PB,Natuba (PB)
2510006,Nazarezinho,PB,Nazarezinho (PB)
2510105,Nova Floresta,PB,Nova Floresta (PB)
2510204,Nova Olinda,PB,Nova Olinda (PB)
2510303,Nova Palmeira,PB,Nova Palmeira (PB)
2510402,Olho d'Água,PB,Olho d'Água (PB)
2510501,Olivedos,PB,Olivedos (PB)
2510600,Ouro Velho,PB,Ouro Velho (PB)
2510659,Parari,PB,Parari (PB)
2510709,Passagem,PB,Passagem (PB)
2510808,Patos,PB,Patos (PB)
2510907,Paulista,PB,Paulista (PB)
2511004,Pedra Branca,PB,Pedra Branca (PB)
2511103,Pedra Lavrada,PB,Pedra Lavrada (PB)
2511202,Pedras de Fogo,PB,Pedras de Fogo (PB)
2511301,Piancó,PB,Piancó (PB)
2511400,Picuí,PB,Picuí (PB)
2511509,Pilar,PB,Pilar (PB)
2511608,Pilões,PB,Pilões (PB)
2511707,Pilõezinhos,PB,Pilõezinhos (PB)
2511806,Pirpirituba,PB,Pirpirituba (PB)
2511905,Pitimbu,PB,Pitimbu (PB)
2512002,Pocinhos,PB,Pocinhos (PB)
2512036,Poço Dantas,PB,Poço Dantas (PB)
2512077,Poço de José de Moura,PB,Poço de José de Moura (PB)
2512101,Pombal,PB,Pombal (PB)
2512200,Prata,PB,Prata (PB)
2512309,Princesa Isabel,PB,Princesa Isabel (PB)
2512408,Puxinanã,PB,Puxinanã (PB)
2512507,Queimadas,PB,Queimadas (PB)
2512606,Quixaba,PB,Quixaba (PB)
2512705,Remígio,PB,Remígio (PB)
2512721,Pedro Régis,PB,Pedro Régis (PB)
2512747,Riachão,PB,Riachão (PB)
2512754,Riachão do Bacamarte,PB,Riachão do Bacamarte (PB)
2512762,Riachão do Poço,PB,Riachão do Poço (PB)
2512788,Riacho de Santo Antônio,PB,Riacho de Santo Antônio (PB)
2512804,Riacho dos Cavalos,PB,Riacho dos Cavalos (PB)
2512903,Rio Tinto,PB,Rio Tinto (PB)
2513000,Salgadinho,PB,Salgadinho (PB)
2513109,Salgado de São Félix,PB,Salgado de São Félix (PB)
2513158,Santa Cecília,PB,Santa Cecília (PB)
2513208,Santa Cruz,PB,Santa Cruz (PB)
2513307,Santa Helena,PB,Santa Helena (PB)
2513356,Santa Inês,PB,Santa Inês (PB)
2513406,Santa Luzia,PB,Santa Luzia (PB)
2513505,Santana de Mangueira,PB,Santana de Mangueira (PB)
2513604,Santana dos Garrotes,PB,Santana dos Garrotes (PB)
2513653,Joca Claudino,PB,Joca Claudino (PB)
2513703,Santa Rita,PB,Santa Rita (PB)
2513802,Santa Teresinha,PB,Santa Teresinha (PB)
2513851,Santo André,PB,Santo André (PB)
2513901,São Bento,PB,São Bento (PB)
2513927,São Bentinho,PB,São Bentinho (PB)
2513943,São Domingos do Cariri,PB,São Domingos do Cariri (PB)
2513968,São Domingos,PB,São Domingos (PB)
2513984,São Francisco,PB,São Francisco (PB)
2514008,São João do Cariri,PB,São João do Cariri (PB)
2514107,São João do Tigre,PB,São João do Tigre (PB)
2514206,São José da Lagoa Tapada,PB,São José da Lagoa Tapada (PB)
2514305,São José de Caiana,PB,São José de Caiana (PB)
2514404,São José de Espinharas,PB,São José de Espinharas (PB)
2514453,São José dos Ramos,PB,São José dos Ramos (PB)
2514503,São José de Piranhas,PB,São José de Piranhas (PB)
2514552,São José de Princesa,PB,São José de Princesa (PB)
2514602,São José do Bonfim,PB,São José do Bonfim (PB)
2514651,São José do Brejo do Cruz,PB,São José do Brejo do Cruz (PB)
2514701,São José do Sabugi,PB,São José do Sabugi (PB)
2514800,São José dos Cordeiros,PB,São José dos Cordeiros (PB)
2514909,São Mamede,PB,São Mamede (PB)
2515005,São Miguel de Taipu,PB,São Miguel de Taipu (PB)
2515104,São Sebastião de Lagoa de Roça,PB,São Sebastião de Lagoa de Roça (PB)
2515203,São Sebastião do Umbuzeiro,PB,São Sebastião do Umbuzeiro (PB)
2515302,Sapé,PB,Sapé (PB)
2515401,São Vicente do Seridó,PB,São Vicente do Seridó (PB)
2515500,Serra Branca,PB,Serra Branca (PB)
2515609,Serra da Raiz,PB,Serra da Raiz (PB)
2515708,Serra Grande,PB,Serra Grande (PB)
2515807,Serra Redonda,PB,Serra Redonda (PB)
2515906,Serraria,PB,Serraria (PB)
2515930,Sertãozinho,PB,Sertãozinho (PB)
2515971,Sobrado,PB,Sobrado (PB)
2516003,Solânea,PB,Solânea (PB)
2516102,Soledade,PB,Soledade (PB)
2516151,Sossêgo,PB,Sossêgo (PB)
2516201,Sousa,PB,Sousa (PB)
2516300,Sumé,PB,Sumé (PB)
2516409,Tacima,PB,Tacima (PB)
2516508,Taperoá,PB,Taperoá (PB)
2516607,Tavares,PB,Tavares (PB)
2516706,Teixeira,PB,Teixeira (PB)
2516755,Tenório,PB,Tenório (PB)
2516805,Triunfo,PB,Triunfo (PB)
2516904,Uiraúna,PB,Uiraúna (PB)
2517001,Umbuzeiro,PB,Umbuzeiro (PB)
2517100,Várzea,PB,Várzea (PB)
2517209,Vieirópolis,PB,Vieirópolis (PB)
2517407,Zabelê,PB,Zabelê (PB)
2600054,Abreu e Lima,PE,Abreu e Lima (PE)
2600104,Afogados da Ingazeira,PE,Afogados da Ingazeira (PE)
2600203,Afrânio,PE,Afrânio (PE)
2600302,Agrestina,PE,Agrestina (PE)
2600401,Água Preta,PE,Água Preta (PE)
2600500,Águas Belas,PE,Águas Belas (PE)
2600609,Alagoinha,PE,Alagoinha (PE)
2600708,Aliança,PE,Aliança (PE)
2600807,Altinho,PE,Altinho (PE)
2600906,Amaraji,PE,Amaraji (PE)
2601003,Angelim,PE,Angelim (PE)
2601052,Araçoiaba,PE,Araçoiaba (PE)
2601102,Araripina,PE,Araripina (PE)
2601201,Arcoverde,PE,Arcoverde (PE)
2601300,Barra de Guabiraba,PE,Barra de Guabiraba (PE)
2601409,Barreiros,PE,Barreiros (PE)
2601508,Belém de Maria,PE,Belém de Maria (PE)
2601607,Belém do São Francisco,PE,Belém do São Francisco (PE)
2601706,Belo Jardim,PE,Belo Jardim (PE)
2601805,Betânia,PE,Betânia (PE)
2601904,Bezerros,PE,Bezerros (PE)
2602001,Bodocó,PE,Bodocó (PE)
2602100,Bom Conselho,PE,Bom Conselho (PE)
2602209,Bom Jardim,PE,Bom Jardim (PE)
2602308,Bonito,PE,Bonito (PE)
2602407,Brejão,PE,Brejão (PE)
2602506,Brejinho,PE,Brejinho (PE)
2602605,Brejo da Madre de Deus,PE,Brejo da Madre de Deus (PE)
2602704,Buenos Aires,PE,Buenos Aires (PE)
2602803,Buíque,PE,Buíque (PE)
2602902,Cabo de Santo Agostinho,PE,Cabo de Santo Agostinho (PE)
2603009,Cabrobó,PE,Cabrobó (PE)
2603108,Cachoeirinha,PE,Cachoeirinha (PE)
2603207,Caetés,PE,Caetés (PE)
2603306,Calçado,PE,Calçado (PE)
2603405,Calumbi,PE,Calumbi (PE)
2603454,Camaragibe,PE,Camaragibe (PE)
2603504,Camocim de São Félix,PE,Camocim de São Félix (PE)
2603603,Camutanga,PE,Camutanga (PE)
2603702,Canhotinho,PE,Canhotinho (PE)
2603801,Capoeiras,PE,Capoeiras (PE)
2603900,Carnaíba,PE,Carnaíba (PE)
2603926,Carnaubeira da Penha,PE,Carnaubeira da Penha (PE)
2604007,Carpina,PE,Carpina (PE)
2604106,Caruaru,PE,Caruaru (PE)
2604155,Casinhas,PE,Casinhas (PE)
2604205,Catende,PE,Catende (PE)
2604304,Cedro,PE,Cedro (PE)
2604403,Chã de Alegria,PE,Chã de Alegria (PE)
2604502,Chã Grande,PE,Chã Grande (PE)
2604601,Condado,PE,Condado (PE)
2604700,Correntes,PE,Correntes (PE)
2604809,Cortês,PE,Cortês (PE)
2604908,Cumaru,PE,Cumaru (PE)
2605004,Cupira,PE,Cupira (PE)
2605103,Custódia,PE,Custódia (PE)
2605152,Dormentes,PE,Dormentes (PE)
2605202,Escada,PE,Escada (PE)
2605301,Exu,PE,Exu (PE)
2605400,Feira Nova,PE,Feira Nova (PE)
2605459,Fernando de Noronha,PE,Fernando de Noronha (PE)
2605509,Ferreiros,PE,Ferreiros (PE)
2605608,Flores,PE,Flores (PE)
2605707,Floresta,PE,Floresta (PE)
2605806,Frei Miguelinho,PE,Frei Miguelinho (PE)
2605905,Gameleira,PE,Gameleira (PE)
2606002,Garanhuns,PE,Garanhuns (PE)
2606101,Glória do Goitá,PE,Glória do Goitá (PE)
2606200,Goiana,PE,Goiana (PE)
2606309,Granito,PE,Granito (PE)
2606408,Gravatá,PE,Gravatá (PE)
